temp_id,title,pubmed_id,journal,year,url,abstract
436,HLA in coeliac disease: unravelling the complex genetics of a complex disorder.,12694579,Tissue antigens. Volume: 61 Issue: 2 Feb 2003,2003,http://www.ncbi.nlm.nih.gov/pubmed/12694579/,"Coeliac disease (gluten sensitive enteropathy) is a common, polygenic and multifactorial disorder that serves as a pioneering model for the study of inflammatory disease. A major environmental factor is known (ingested gluten from wheat), and there is unprecedented genetic and functional evidence pinpointing HLA-DQA1*05-DQB1*02 ( DQ2) and DQA1*03-DQB1*0302 ( DQ8) in disease predisposition. We discuss the current state of play in coeliac disease genetics, focussing particularly on the HLA complex. Emerging evidence suggests that additional HLA risk loci exert weak effects, independent of DQA1*05-DQB1*02, on the B8-DR3-DQ2 haplotype. There is also good evidence from linkage studies of disease gene(s) on chromosome 5q. We discuss the role and implications of linkage disequilibrium and haplotype blocks in complex disease gene mapping. We briefly address findings from studies of animal models for chronic inflammatory disease, and consider roles for both common genes associated with multiple inflammatory diseases, and genes unique to coeliac disease. The coeliac genetics research community has established a sound foundation for the identification of additional disease genes in the not-too-distant future. Functional studies will play a critical role, and coeliac disease has a promising future in this respect. Coeliac disease continues to function as a model disorder, facilitating the development and implementation of complex disease gene mapping strategies."
437,"Determination of prostaglandins in human seminal fluid by solid-phase extraction, pyridinium dichromate derivatization and high-performance liquid chromatography.",2211934,Journal of chromatography. Volume: 529 Issue: 1 Jul 13 1990,1990,http://www.ncbi.nlm.nih.gov/pubmed/2211934/,"Prostaglandins of the E type (PGEs) in human seminal fluid have been determined by reversed-phase high-performance chromatography on a C18 column and ultraviolet detection at 230 nm after solid-phase extraction (C18) and oxidation to the corresponding 15-oxoprostaglandin derivatives by pyridinium dichromate in acetonitrile. Under optimized conditions, PGEs from 10-ml seminal samples were extracted into 4 ml of methyl formate with high recoveries (estimated at greater than 95%) and subsequently separated under mild chromatographic conditions (0.5 mM formic acid-acetonitrile, apparent pH 3.8). Comparable analytical sensitivities were obtained with detection at 230 nm with a conventional deuterium lamp spectrophotometer and a photometer equipped with a cadmium emission source, while with a diode-array spectrophotometer, signal-to-noise ratios were reduced with factors between 4.4 and 3.1, depending on the spectral bandwidth of the instrument. Theoretical aspects of signal-to-noise optimization of ultraviolet detectors are discussed. The stability of dilute standard solutions of PGE2 and PGD2 was measured, showing solutions in dichloromethane at 20 degrees C to be as stable as acetonitrile solutions at 5 degrees C over a period of thirty days. Absolute ethanol and acetonitrile were equally suited as solvents."
438,[Intestinal auto-intoxication--still a current disease mechanism?].,21984290,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke. Volume: 131 Issue: 19 Oct 04 2011",2011,http://www.ncbi.nlm.nih.gov/pubmed/21984290/,
439,High expression of wee1 is associated with malignancy in vulvar squamous cell carcinoma patients.,23767999,BMC cancer. Volume: 13 Jun 14 2013,2013,http://www.ncbi.nlm.nih.gov/pubmed/23767999/,"Vulvar squamous cell carcinoma is a cancer form with increasing incidence rate and few treatment options. Wee1 is a central regulator of the G2/M DNA-damage checkpoint, and has in previous studies been described as a prognostic biomarker and a potential target for therapy in other cancer forms."
440,Immunogenicity and safety of a combination of two serogroup B meningococcal outer membrane vesicle vaccines.,17634513,Clinical and vaccine immunology : CVI. Volume: 14 Issue: 9 Sep 2007,2007,http://www.ncbi.nlm.nih.gov/pubmed/17634513/,"MenBvac and MeNZB are safe and efficacious vaccines against serogroup B meningococcal disease. MenBvac is prepared from a B:15:P1.7,16 meningococcal strain (strain 44/76), and MeNZB is prepared from a B:4:P1.7-2,4 strain (strain NZ98/254). At 6-week intervals, healthy adults received three doses of MenBvac (25 microg), MeNZB (25 microg), or the MenBvac and MeNZB (doses of 12.5 microg of each vaccine) vaccines combined, followed by a booster 1 year later. Two-thirds of the subjects who received a monovalent vaccine in the primary schedule received the other monovalent vaccine as a booster dose. The immune responses to the combined vaccine were of the same magnitude as the homologous responses to each individual vaccine observed. At 6 weeks after the third dose, 77% and 87% of the subjects in the combined vaccine group achieved serum bactericidal titers of > or = 4 against strains 44/76 and NZ98/254, respectively, and 97% and 93% of the subjects achieved a fourfold or greater increase in opsonophagocytic activity against strains 44/76 and NZ98/254, respectively. For both strains, a trend of higher responses after the booster dose was observed in all groups receiving at least one dose of the respective strain-specific vaccine. Local and systemic reactions were common in all vaccine groups. Most reactions were mild or moderate in intensity, and there were no vaccine-related serious adverse events. The safety profile of the combined vaccine was not different from those of the separate monovalent vaccines. In conclusion, use of either of the single vaccines or the combination of MenBvac and MeNZB may have a considerable impact on the serogroup B meningococcal disease situation in many countries."
441,Small-angle X-ray scattering as a useful supplementary technique to determine molecular masses of polyelectrolytes in solution.,27840558,"Journal of polymer science. Part B, Polymer physics. Volume: 54 Issue: 19 Oct 01 2016",2016,http://www.ncbi.nlm.nih.gov/pubmed/27840558/,"Determination of molecular masses of charged polymers is often nontrivial and most methods have their drawbacks. For polyelectrolytes, a new possibility for the determination of number-average molecular masses is represented by small-angle X-ray scattering (SAXS) which allows fast determinations with a 10% accuracy. This is done by relating the mass to the position of a characteristic peak feature which arises in SAXS due to the local ordering caused by charge-repulsions between polyelectrolytes. Advantages of the technique are the simplicity of data analysis, the independency from polymer architecture, and the low sample and time consumption. The method was tested on polyelectrolytes of various structures and chemical compositions, and the results were compared with those obtained from more conventional techniques, such as asymmetric flow field-flow fractionation, gel permeation chromatography, and classical SAXS data analysis, showing that the accuracy of the suggested method is similar to that of the other techniques. © 2016 The Authors. Journal of Polymer Science Part B: Polymer Physics Published by Wiley Periodicals, Inc. J. Polym. Sci., Part B: Polym. Phys. 2016, 54, 1913-1917."
442,What do we learn from motor unit action potentials in surface electromyography?,12116292,Muscle & nerve. Supplement. Volume: 11 2002,2002,http://www.ncbi.nlm.nih.gov/pubmed/12116292/,"This article gives an overview of what multichannel surface electromyography can teach us about a motor unit. Background information is given about the generation of surface electromyography in general and surface motor unit potentials in particular. Furthermore, we describe how surface motor unit potentials are related to several motor unit characteristics, such as size, location, neuromuscular junction position, fiber length, fiber type, and metabolic fiber properties. In addition, we show how the spatial characteristics of multichannel surface electromyography can be used to obtain single-surface motor unit potentials. The possibilities, challenges, and problems are discussed. Finally, several examples of surface motor unit potential analyses are given."
443,Psychiatric service within primary care. Mode of organization and influence on admission-rates to a mental hospital.,3673634,Acta psychiatrica Scandinavica. Volume: 76 Issue: 2 Aug 1987,1987,http://www.ncbi.nlm.nih.gov/pubmed/3673634/,"The organization of a psychiatric specialist service integrated in primary care is described. One of the aims was to replace admissions to the mental hospital with consultation and treatment within primary care. An 18% reduction of admissions was achieved over a 2-year period. The staff at the local mental hospital to a large extent controlled the number of admissions. Lack of cooperation from part of the staff made a greater reduction of admissions difficult. It is argued that in order to achieve a true shift from institutional to community psychiatry, the use of the hospital beds should be monitored from the community level."
444,"Potentially Inappropriate Prescribing to Older Patients: Criteria, Prevalence and an Intervention to Reduce It: The Prescription Peer Academic Detailing (Rx-PAD) Study - A Cluster-Randomized, Educational Intervention in Norwegian General Practice.",29753315,Basic & clinical pharmacology & toxicology. Volume: 123 Issue: 4 Oct 2018,2018,http://www.ncbi.nlm.nih.gov/pubmed/29753315/,"Potentially inappropriate prescriptions (PIP) is drug treatment, which in general, at the group level for a median/mean patient, can be considered unfavourable meaning that the risks commonly may outweigh the benefits. This MiniReview reports and discusses the main findings in a large cluster-randomized educational intervention in Norwegian general practice, aimed at reducing the prevalence of PIPs to patients ≥70 years (The Rx-PAD study). Targets for the intervention were general practitioners (GPs) in continuing medical education (CME) groups receiving educational outreach visits (i.e. peer academic detailing). A Delphi consensus process, with a panel of medical experts, was undertaken to elaborate a list of explicit criteria defining PIPs for patients ≥70 years in general practice. Agreement was achieved for 36 explicit PIP criteria, the so-called Norwegian General Practice (NorGeP) criteria. Using a selection (n = 24) of these criteria during a 1-year baseline period on the prescribing practice of 454 GPs (i.e. those enrolled to participate in the intervention trial), we found a prevalence rate of 24.7 PIPs per 100 patients ≥70 years per year. In the Rx-PAD study, 449 GPs completed an educational intervention (96.6% of the included GPs), 250 in the intervention group and 199 in the control arm. Following the intervention, PIPs were reduced by 13% (95% CI 8.6-17.3), and the number of patients who were no longer exposed to one or more PIPs was reduced by 1173 (8.1%). The GPs who responded most strongly to the educational intervention were the oldest GPs (57-68 years), and these were the GPs with the highest prevalence of PIPs at baseline before the intervention."
445,Can simple particle shapes be used to model scalar optical properties of an ensemble of wavelength-sized particles with complex shapes?,11876317,"Journal of the Optical Society of America. A, Optics, image science, and vision. Volume: 19 Issue: 3 Mar 2002",2002,http://www.ncbi.nlm.nih.gov/pubmed/11876317/,"We compute the scalar optical properties of size-shape distributions of wavelength-sized randomly oriented homogeneous particles with different nonaxially symmetric geometries and investigate how well they can be modeled with a simple spherical, spheroidal, or cylindrical particle model. We find that a spherical particle model can be used to determine the extinction and scattering cross sections, the single-scattering albedo, and the asymmetry parameter with an error of less than 2%, whereas the extinction-to-backscatter ratio Reb is reproduced only with an error of 9%. The cylindrical and spheroidal particle models yield slightly improved results for Reb that deviate from those obtained for the complex particle ensemble by 7% and 5%, respectively. Large discrepancies between results of the different models are observed for the linear depolarization ratio, thus indicating limitations of models based on simple particle shapes."
446,Time to first calving and calving interval in bovine virus diarrhoea virus (BVDV) sero-converted dairy herds in Norway.,11530192,Preventive veterinary medicine. Volume: 51 Issue: 1-2 Sep 20 2001,2001,http://www.ncbi.nlm.nih.gov/pubmed/11530192/,"Dairy herds in Møre and Romsdal County, Norway (regarded as initially free from the bovine virus diarrhoea virus (BVDV) infection) were studied retrospectively from 1992 to 1996. The herd reproductive performance (time to first calving, calving interval, and number of breeding services) was investigated for a potential effect of BVDV sero-conversion. The herd culling pattern--possibly affecting the above measurements--was included for investigation. Two different statistical models were used: the generalised estimating equation (GEE) method and multilevel modelling using Gibbs sampling. Though slightly different estimates resulted, both models agreed on an effect of BVDV in the second year after sero-conversion on the herd average time to first calving by--on an average-- 14-16 days. In subsets of case herds testing positive for BVDV antibodies among young stock, the impact on time to first calving tended to be more pronounced by an additional increase of 18 days. No effect on the number of breeding services for heifers or cows was observed (indicating a need to search for other determinants than reduced conception risk). There appeared to be no effect of BVDV on the herd average calving interval. There was a tendency for a higher risk for reporting animals lost/died in sero-converted herds, which we believe might be related to the occurrence of mucosal disease."
447,"Fructan, Rather Than Gluten, Induces Symptoms in Patients With Self-Reported Non-Celiac Gluten Sensitivity.",29102613,Gastroenterology. Volume: 154 Issue: 3 02 2018,2018,http://www.ncbi.nlm.nih.gov/pubmed/29102613/,"Non-celiac gluten sensitivity is characterized by symptom improvement after gluten withdrawal in absence of celiac disease. The mechanisms of non-celiac gluten sensitivity are unclear, and there are no biomarkers for this disorder. Foods with gluten often contain fructans, a type of fermentable oligo-, di-, monosaccharides and polyols. We aimed to investigate the effect of gluten and fructans separately in individuals with self-reported gluten sensitivity."
448,The diagnostic accuracy of pocket-size cardiac ultrasound performed by unselected residents with minimal training.,23974908,The international journal of cardiovascular imaging. Volume: 29 Issue: 8 Dec 2013,2013,http://www.ncbi.nlm.nih.gov/pubmed/23974908/,"Pocket-size imaging devices may represent a tool for fast initial cardiac screening in the emergency setting. Pocket-size cardiac ultrasound (PCU) examinations performed by experienced echocardiographers yield acceptable diagnostic accuracy compared to standard echocardiogram (SE). However, the success of this method when used by unselected non-cardiologists remains unexplored. The current study studies the diagnostic accuracy of PCU when used by unselected internal medicine residents with minimal training. All residents were given a 2-hour introductory course in PCU (Vscan) and reported PCU results for up to 15 predefined cardiac landmarks. These were arbitrarily divided into 3 priority groups, such that left ventricle (LV) and pericardium were of first priority. Diagnostic accuracy [sensitivity/specificity and negative/positive predictive values (PPV/NPV)] and agreement were evaluated using a subsequent SE as reference. During a 9.2 months period a total of 303 patients were included in the study, the majority on the basis of presenting with chest pain or suspected heart failure. In the pooled LV and pericardial (1st priority) data, sensitivity/specificity/PPV/NPV were 61/92/70/89% respectively. Similar specificities and NPVs were observed for the 11 remaining indices, as were lower sensitivities and PPVs. The best PCU sensitivity (76%) was attained for the assessment of LV wall motion abnormalities. Overall agreement was k = 0.50. PCU examination performed by internal medicine residents with minimal training could provide a suitable means of ruling out cardiac pathology, as reflected in the high specificities and NPVs. It is not, however, a satisfactory tool for identifying patients with various cardiac disorders."
449,The private-public mix of healthcare: evidence from a decentralised NHS country.,18634697,"Health economics, policy, and law. Volume: 1 Issue: Pt 3 Jul 2006",2006,http://www.ncbi.nlm.nih.gov/pubmed/18634697/,"Privatizations of public services are often driven by economic scarcity and changes in political leadership, in particular election victories for conservative or neoliberal political parties. Data from Norwegian counties on numbers of medical specialists in secondary care over a period of 11 years (1991-2001) allow us to analyse effects of economic, socioeconomic, and political factors on supply of both public and private specialists and the private-public mix. We find striking variations between the main explanatory factors related to public and private supply. Supply of public specialists is explained by counties' revenue levels and demographic factors and is not affected by the party composition of councils. The supply of private specialist medical services is negatively related to the proportion of elderly patients. The scarcity hypothesis is confirmed as lower county revenue levels increase both the absolute and relative proportions of private supply. Political composition of councils affects the private proportion of medical specialists as increased representation of conservatives leads to privatization."
450,Evaluating the properties of the coefficient of multiple correlation (CMC) for kinematic gait data.,22673759,Journal of biomechanics. Volume: 45 Issue: 11 Jul 26 2012,2012,http://www.ncbi.nlm.nih.gov/pubmed/22673759/,"When assessing reliability of three dimensional gait analysis, the coefficient of multiple correlation (CMC), a measure of similarity of waveforms, is frequently used. Several shortcomings of the method have been reported. It is strongly related to the range of motion (ROM); it is supposed to take values from 0 to 1, but is known to obtain complex values and break down. Removing offset before calculations appears to make it insensitive to apparent differences in gait. In the present work we use stochastic simulations to demonstrate why all of this happens, and the consequences thereof. We also demonstrate other, lesser-known, issues with the method, such as the strong dependency on number of subjects and test situations. The results are demonstrated on real data from an inter-rater repeatability study. We conclude that the CMC in its current form is generally unsuitable as a tool for assessing reliability in kinematic gait data."
451,The reproductive health of daughters of pregestational diabetic women: Medical Birth Registry of Norway.,12445144,Paediatric and perinatal epidemiology. Volume: 16 Issue: 4 Oct 2002,2002,http://www.ncbi.nlm.nih.gov/pubmed/12445144/,"Maternal diabetes may have an impact upon a daughter's reproductive health through genetic influences, an altered fetal metabolic environment or both. We examined the reproductive health of daughters of diabetic women using linked generation data from the Medical Birth Registry of Norway. Among all female births between 1967 and 1982 (n = 459182), 739 had a mother with registered pregestational diabetes, a rate of 1.6 per 1000 deliveries. A total of 142904 daughters delivered at least one child by 1998. After taking into account differences in survival, we observed no differences in the percentage of childbearing and in the average number of children born by 1998 between daughters with and without a diabetic mother in age-stratified analyses. In analyses limited to singleton deliveries and stratified by mothers' and daughters' diabetic status, we found a threefold excess stillbirth delivery rate among women who had either a mother with pregestational diabetes (2.6%) or pregestational diabetes themselves (2.6%) compared with the stillbirth delivery rate observed in non-diabetic women with no maternal history of diabetes (0.8%). These findings were unaltered in multivariable analyses adjusting for daughters' maternal age and registered obstetric risk factors. Our results indicate that pregestational diabetes remains a health care challenge in Norway and that further evaluation of the reproductive health of daughters of diabetic pregnancies is warranted."
452,Patterns of short-term course in patients treated in a day unit for personality disorders.,9515192,Comprehensive psychiatry. Volume: 39 Issue: 2,,http://www.ncbi.nlm.nih.gov/pubmed/9515192/,"The objectives of the study were (1) to explore differences in the course for patients treated in a day unit specializing in personality disorders (PDs), and (2) to determine characteristics of patients with different courses and predictors of various courses. K-mean cluster analysis was applied to partition a sample of 128 patients, 101 with various PDs and 27 with axis I disorders only, into four groups representing different courses. The course was defined on the basis of global functioning (Health Sickness Rating Scale [HSRS]) at admission, discharge, and 3-years follow-up evaluation. The four courses were labeled good, fair, late improvement, and poor, demonstrating great variation in the short-term course among patients with PDs. Predictors were studied by means of polychotomous logistic regression using the patients with a fair course as the reference group. The dichotomy no PD/cluster C versus cluster A/B predicted a good versus a fair course. A poor work status the last year before admission and irregular discharge predicted a poor or late improvement course versus a fair course, also when controlling for PD clusters. None of the included variables discriminated between patients with a poor versus late improvement course."
453,[Fish and flatworms in Vietnam].,21946603,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke. Volume: 131 Issue: 18 Sep 20 2011",2011,http://www.ncbi.nlm.nih.gov/pubmed/21946603/,
454,The use of oral misoprostol for pre-abortion cervical priming: a randomised controlled trial of 400 versus 200 microg in first trimester pregnancies.,14723753,BJOG : an international journal of obstetrics and gynaecology. Volume: 111 Issue: 2 Feb 2004,2004,http://www.ncbi.nlm.nih.gov/pubmed/14723753/,To compare the impact of 200 and 400 microg oral misoprostol on pre-operative cervical priming in both primi- and multigravidae prior to first trimester termination of pregnancy. Pre-operative cervical dilatation and bleeding were assessed.
455,In vitro toxicity of purified gluten peptides tested by organ culture.,8014766,Journal of pediatric gastroenterology and nutrition. Volume: 18 Issue: 2 Feb 1994,1994,http://www.ncbi.nlm.nih.gov/pubmed/8014766/,"Various subfractions of Frazer fraction III were separated by high-pressure liquid chromatography, and their toxicity in vitro (organ culture) was tested in comparison with alpha-gliadin using duodenal biopsies from 25 patients with active celiac disease and subtotal villous atrophy, 2 patients with partial villous atrophy, and 10 nonceliac controls. One dominating fraction, designated Frazer III-2-VIII, was purified by several steps of rechromatography. It was markedly toxic to duodenal explants from patients with active celiac disease. The mean enterocyte height after culture was 15.9 microns compared with 25.6 microns in gluten-free medium. This difference was statistically significant in all cases except one, in which the lowest concentration (110 micrograms) was used. The in vitro toxicity of Frazer III-2-VIII was comparable with the toxicity of alpha-gliadin in twofold to fivefold higher concentrations. No toxicity could be detected in nonceliac explants (mean enterocyte height, 25.7 vs. 24.9 microns in gluten-free medium). The N-terminal amino acid sequence was (Gln)-Ile-Gln-Val-Phe-Pro-Ser-Gly-Gln-Val-Gln-(Trp)-Pro-Gln-Gln-(Gln)-Gl n-Pro- Phe-Pro. This sequence was not homologous to previously reported sequences of toxic gluten peptides. By use of the SwissProt and GenEMBL databases, it was concluded that the peptide Frazer III-2-VIII is part of the gamma-gliadin fraction."
456,MicroRNAs: Modulators of Tooth Development.,27397033,"MicroRNA (Shariqah, United Arab Emirates). Volume: 5 Issue: 2 2016",2016,http://www.ncbi.nlm.nih.gov/pubmed/27397033/,"MicroRNAs (miRNAs) are non-coding RNAs that are involved in various biological pathways by regulating gene expression. Teeth develop via reciprocal and sequential interactions between the epithelium and the ectomesenchyme. The speci.c functions of several genes during tooth development are known, and the involvement of their mutations in the pathogenesis of congenital dental defects has been widely studied. The miRNA pathway is considered to have a significant role in embryogenesis including tooth development. It has been shown that miRNAs regulate morphogenesis of tooth by fine-tuning the signalling networks, however, their precise role in tooth differentiation and morphogenesis is still elusive. The present review focuses on the studies that have used animal models to explore the function of miRNAs in tooth development. Major findings with special emphasis on the miRNA involvement in .ne-tuning and network regulation are presented and discussed. Disturbances in tooth development in the global miRNA processing knockouts mirror the essential fine-tuning guiding appropriate formation of dental hard tissues. However, further investigation of single miRNA function and mutation, including deletion and overexpression, may lead to improved knowledge on development of particular dental defects in humans. In the light of similarities between tooth development and other organs originating from the epithelium, further understanding of miRNAs` function during tooth development may have wide biological relevance."
457,Resources for nurturing childcare practices in urban and rural settings: Findings from the Colombia 2010 Demographic and Health Survey.,29717504,"Child: care, health and development. Volume: 44 Issue: 4 07 2018",2018,http://www.ncbi.nlm.nih.gov/pubmed/29717504/,"The health and development potential of young children is dependent on nurturing care (NC) provided by primary caregivers. NC encompasses attention to nutrition; symptom management; early learning, attachment, and socialization; and security and safety. Despite the importance of NC to child health and development, the measurement and study of NC are neglected. This has become a point of major concern in the public health field in low- and middle-income countries (LMICs) such as Colombia where many families are hard pressed for childcare resources. The aims of this study were therefore to (a) create age-specific NC summary indexes (0-5, 6-11, and 12-23 months) suitable for research in LMICs and (2) examine the relationship of NC to maternal resources."
458,Individual tumor volume responses to short-course oxaliplatin-containing induction chemotherapy in locally advanced rectal cancer - Targeting the tumor for radiation sensitivity?,26968754,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology. Volume: 119 Issue: 3 06 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/26968754/,"Neoadjuvant treatment of locally advanced rectal cancer (LARC) involves chemoradiotherapy (CRT), which may cause significant toxicity, and the potential role and sequential placement of neoadjuvant chemotherapy (NACT) relative to CRT is under debate."
459,The HOVON68 CLL trial revisited: performance status and comorbidity affect survival in elderly patients with chronic lymphocytic leukemia.,27484290,Leukemia & lymphoma. Volume: 58 Issue: 3 03 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/27484290/,"In the HOVON68 CLL trial, patients 65 to 75 years of age had no survival benefit from the addition of low-dose alemtuzumab to fludarabine and cyclophosphamide (FC) in contrast to younger patients. The reasons are explored in this 5-year trial update using both survival analysis and competing risk analysis on non-CLL-related mortality. Elderly FCA patients died more frequently from causes not related to CLL, and more often related to comorbidity (mostly cardiovascular) than to infection. In a Cox multivariate analysis, del(17p), performance status >0, and comorbidity were associated with a higher non-CLL-related mortality in the elderly independent of the treatment modality. Thus, while the 'fit' elderly with no comorbidity or performance status of 0 might potentially benefit from chemo-immunotherapy with FC, caution is warranted, when considering alemtuzumab treatment in elderly patients with cardiovascular comorbidity."
460,"Administration of the Mitochondrial Permeability Transition Pore Inhibitor, TRO40303, prior to Primary Percutaneous Coronary Intervention, Does Not Affect the Levels of Pro-Inflammatory Cytokines or Acute-Phase Proteins.",28651249,Cardiology. Volume: 138 Issue: 2,,http://www.ncbi.nlm.nih.gov/pubmed/28651249/,"In the MITOCARE study, reperfusion injury was not prevented after administration of the mitochondrial permeability transition pore (mPTP) opening inhibitor, TRO40303, in patients with ST-segment elevation myocardial infarction (STEMI) treated with primary percutaneous coronary intervention (pPCI). The effects of TRO40303 on pro-inflammatory cytokines and acute-phase proteins were assessed."
461,Gene-centromere mapping in meiotic gynogenetic European seabass.,28592235,BMC genomics. Volume: 18 Issue: 1 06 07 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/28592235/,"Fully isogenic lines in fish can be developed using ""mitotic"" gynogenesis (suppression of first zygotic mitosis following inactivation of the sperm genome). However, genome-wide verification of the steps in this process has seldom been applied. We used ddRADseq to generate SNP markers in a meiotic gynogenetic family of European seabass (Dicentrarchus labrax): (i) to verify the lack of paternal contribution in a meiotic gynogenetic family; (ii) to generate a gene-centromere map from this family; (iii) to identify telomeric markers that could distinguish mitotic gynogenetics from meiotic gynogenetics, which sometimes arise spontaneously in mitotic gynogenetic families."
462,Effect of High Intensity Interval Training on Cardiac Function in Children with Obesity: A Randomised Controlled Trial.,29452134,Progress in cardiovascular diseases. Volume: 61 Issue: 2,,http://www.ncbi.nlm.nih.gov/pubmed/29452134/,"High intensity interval training (HIIT) confers superior cardiovascular health benefits to moderate intensity continuous training (MICT) in adults and may be efficacious for improving diminished cardiac function in obese children. The aim of this study was to compare the effects of HIIT, MICT and nutrition advice interventions on resting left ventricular (LV) peak systolic tissue velocity (S') in obese children."
463,Influenza virus NS1 protein binds cellular DNA to block transcription of antiviral genes.,27664935,Biochimica et biophysica acta. Volume: 1859 Issue: 11 11 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/27664935/,"Influenza NS1 protein is an important virulence factor that is capable of binding double-stranded (ds) RNA and inhibiting dsRNA-mediated host innate immune responses. Here we show that NS1 can also bind cellular dsDNA. This interaction prevents loading of transcriptional machinery to the DNA, thereby attenuating IAV-mediated expression of antiviral genes. Thus, we identified a previously undescribed strategy, by which RNA virus inhibits cellular transcription to escape antiviral response and secure its replication."
464,Bringmann and Pfrommer reply.,24266495,Physical review letters. Volume: 111 Issue: 19 Nov 08 2013,2013,http://www.ncbi.nlm.nih.gov/pubmed/24266495/,
465,"Defective initiation in an Escherichia coli dnaA(Cs,Sx) mutant.",11254971,Biochimie. Volume: 83 Issue: 1 Jan 2001,2001,http://www.ncbi.nlm.nih.gov/pubmed/11254971/,"Mutations in the Escherichia coli gene for initiation of DNA replication, dnaA, which suppress the polymerization defect and growth inhibition caused by temperature-sensitive (Ts) mutations in the polymerization gene, dnaX, are called Cs,Sx. We show here that these mutations, on their own, also cause defects in initiation, including inhibition of initiation at both low (20 degrees C) and high (44 degrees C) temperatures and asynchronous initiation at both the permissive (34 degrees C) and suppression (39 degrees C) temperatures. These findings suggests a relationship between partially defective initiation and suppression of the polymerization defect, both of which occur at 39 degrees C."
466,Metabolic response to dietary fibre composition in horses.,26755337,Animal : an international journal of animal bioscience. Volume: 10 Issue: 7 Jul 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/26755337/,"The hypothesis for this study was that a higher dietary proportion of soluble fibre would result in stable and constant plasma metabolite and regulatory hormone concentrations. The study was a 4×4 Latin Square design with a sequence of 17 days adaptation to the ration followed by 8 sampling days. The feed rations consisted of only timothy hay (H), hay plus molassed sugar beet pulp combined with either whole oats (OB) or barley (BB) and hay plus a loose chaff-based concentrate (M). Four horses were fitted with permanent caecal cannulas and liquid caecal content was withdrawn manually and blood was drawn from the jugular vein at 0, 3 and 9 h postprandial. The horses were exercised daily at medium level for about 1 h. Samples were analysed for short-chain fatty acids (SCFA) and metabolic traits. Caecal SCFA and propionic acid concentrations increased with increased dietary starch and soluble fibre. The diet highest in soluble fibre (M) resulted in the highest plasma glucose and insulin concentrations in the morning, which then remained stable and constant throughout the day. A strong interaction (P<0.01) between time and diet was measured for plasma urea, glucose, insulin and leptin. The greatest variations in plasma glycaemic and insulinaemic responses were associated with the cereal grain diets (OB and BB). There were indications of a negative energy balance, which was reflected in a significantly higher plasma β-hydroxybutyrate concentration and a numerically higher non-esterified fatty acid concentration. In conclusion, this study found that inclusion of soluble fibre resulted in increased total caecal SCFA and propionic acid concentrations. This consequently resulted in stable and constant plasma glycaemic and insulinaemic responses. Diets with a high content of soluble fibre provided enough energy for horses at medium work level. "
467,Effects of the sulphydryl inhibitor N-ethyl-maleimide on the phrenic nerve and diaphragm muscle of the rat.,2571100,Neuropharmacology. Volume: 28 Issue: 8 Aug 1989,1989,http://www.ncbi.nlm.nih.gov/pubmed/2571100/,"N-Ethyl-maleimide (NEM, 2.5 x 10(-5) M) inhibited the compound action potential of the phrenic nerve and increased the spontaneous release of transmitter from the nerve terminals, recorded as miniature endplate potentials. The first effect was the cause of a blockade of the phrenic nerve diaphragm preparation, during indirect stimulation. The left phrenic nerve was more susceptible to inhibition than the right. An increase of the threshold was observed during the progression of the inhibition. The inhibition was not use-dependent and there was no synergistic interaction with the local anaesthetic drug, tetracaine. The inhibition was partly antagonized by di-thio-threitol (3.0 x 10(-3) M). The increase of spontaneous release of transmitter was not accompanied by an increase of the stimulus-evoked release since the amplitude of the endplate potential was not increased and partial inhibition caused by d-tubocurarine or magnesium chloride was not antagonized. When the concentration of NEM was increased to 2.75 x 10(-4) M, the directly-elicited twitches were inhibited, and the baseline tension was increased. This increase of tension was slightly reduced in a preparation depolarized with potassium chloride; a small depolarization could partly explain this effect. It was not reduced by dantrolene or in a calcium-free solution. The inhibition of the twitch and the increased baseline tension (probably a rigor) might be caused by a reduced sensitivity of the contractile proteins for calcium ions and an inhibition of the myosin ATPase activity, respectively."
